id,lemma,pos,normalised,count,chrabr,euch,kiev-mis,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,bitflag
1874,въздрѣмати,V-,въздрѣматі,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1875,въпль,Nb,въпль,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1876,сърѣтениѥ,Nb,сърѣтеніе,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1877,оугасати,V-,оугасаті,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1878,недостати,V-,недостаті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1879,оходити,V-,оходіті,14,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1880,раскопати,V-,раскопаті,6,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1881,жестокъ,A-,жестокъ,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1882,ѭдоуже,Dq,ѭдоуже,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1883,расточити,V-,расточіті,11,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
1884,лѣнъ,A-,лѣнъ,2,,,,marianus,,,,,zogr_complete,264
1885,лихва,Nb,ліхва,7,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
1886,вьсьде,Df,вьсьде,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1887,неключимъ,A-,неключімъ,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1888,козлищь,Nb,козлішть,4,,,,marianus,,,,,zogr_complete,264
1889,въждѧдати,V-,въждѧдаті,9,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
1890,страньнъ,A-,страньнъ,48,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1891,нагъ,A-,нагъ,37,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1892,алъкати,V-,алъкаті,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1893,натроути,V-,натроуті,4,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
1894,проклѧти,V-,проклѧті,25,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1895,больнъ,A-,больнъ,6,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
1896,мѫка#2,Nb,мѫка#2,114,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
1897,пасха,Nb,пасха,77,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1898,дворъ,Nb,дворъ,38,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1899,архиереовъ,A-,архіереовъ,20,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1900,каиꙗфа,Ne,каіѣфа,15,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1901,праздьникъ,Nb,праздьнікъ,46,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1902,млъва,Nb,млъва,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1903,алавастръ,Nb,алавастръ,8,,,,marianus,,,,,zogr_complete,264
1904,мѵро,Nb,муро,29,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1905,драгъ,A-,драгъ,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1906,възлиꙗти,V-,възліѣті,9,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1907,гꙑбѣль,Nb,гъібѣль,4,,,,marianus,,,,,zogr_complete,264
1908,вьсегда,Df,вьсегда,27,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1909,погребениѥ,Nb,погребеніе,15,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1910,памѧть,Nb,памѧть,51,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1911,сьребрьникъ,Nb,сьребрьнікъ,14,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1912,отътоли,Df,отътолі,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1913,опрѣснъкъ,Nb,опрѣснъкъ,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1914,омочити,V-,омочіті,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1915,солило,Nb,соліло,4,,,,marianus,,,,,zogr_complete,264
1916,завѣтъ,Nb,завѣтъ,45,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1917,отъданиѥ,Nb,отъданіе,4,,,,marianus,,supr_y_fixed,,,,40
1918,лозьнъ,A-,лозьнъ,6,,,,marianus,,,,,zogr_complete,264
1919,въспѣти,V-,въспѣті,52,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1920,поразити,V-,поразіті,16,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1921,разити,V-,разіті,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1922,въскрьсновениѥ,Nb,въскрьсновеніе,4,,,,marianus,,,,,zogr_complete,264
1923,даже,G-,даже,32,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1924,кокотъ,Nb,кокотъ,11,,,,marianus,,,,,,8
1925,ключити,V-,ключіті,5,,,,marianus,,,,,zogr_complete,264
1926,гетъсимани,Ne,гетъсімані,4,,,,marianus,,,,,zogr_complete,264
1927,тѫжити,V-,тѫжіті,16,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1928,прискръбьнъ,A-,пріскръбьнъ,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1929,пожьдати,V-,пожьдаті,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1930,побъдѣти,V-,побъдѣті,4,,,,marianus,,,,,zogr_complete,264
1931,бъдръ,A-,бъдръ,4,,,,marianus,,,,,zogr_complete,264
1932,немощьнъ,A-,немоштьнъ,19,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1933,въторицеѭ,Df,въторіцеѭ,11,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1934,третиицеѭ,Df,третііцеѭ,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1935,прочеѥ,Df,прочее,9,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1936,почивати,V-,почіваті,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1937,орѫжиѥ,Nb,орѫжіе,56,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1938,дрьколь,Nb,дрьколь,11,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1939,лобъзати,V-,лобъзаті,13,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1940,облобꙑзати,V-,облобъізаті,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
1941,ножь,Nb,ножь,22,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1942,оурѣзати#1,V-,оурѣзаті#1,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1943,приставити,V-,пріставіті,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1944,легеонъ,Nb,легеонъ,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1945,издалече,Df,іздалече,33,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1946,отъвѣщавати,V-,отъвѣштаваті,33,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
1947,мльчати,V-,мльчаті,37,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1948,заклинати,V-,заклінаті,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1949,отъселѣ,Df,отъселѣ,26,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1950,растрьѕати,V-,растрьзаті,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1951,повиньнъ,A-,повіньнъ,17,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1952,запльвати,V-,запльваті,4,,,,marianus,,,,,zogr_complete,264
1953,рабꙑни,Nb,рабъіні,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1954,назарѣнинъ,Nb,назарѣнінъ,18,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1955,бесѣда,Nb,бесѣда,36,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1956,ротити,V-,ротіті,4,,,,marianus,,,,,zogr_complete,264
1957,помѧнѫти,V-,помѧнѫті,93,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
1958,горько,Df,горько,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1959,оутро,Nb,оутро,18,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1960,понтьскъ,A-,понтьскъ,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1961,пилатъ,Ne,пілатъ,108,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1962,игемонъ,Nb,ігемонъ,16,,,,marianus,,,,,zogr_complete,264
1963,възвѣсити,V-,възвѣсіті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1964,недостоинъ,A-,недостоінъ,21,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
1965,каръвана,Nb,каръвана,2,,,,marianus,,,,,zogr_complete,264
1966,цѣна,Nb,цѣна,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1967,скѫдьльниковъ,A-,скѫдьльніковъ,2,,,,marianus,,,,,zogr_complete,264
1968,погрѣбаниѥ,Nb,погрѣбаніе,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1969,цѣнити,V-,цѣніті,4,,,,marianus,,,,,zogr_complete,264
1970,скѫдьльничь,A-,скѫдьльнічь,2,,,,marianus,,,,,zogr_complete,264
1971,съвѧзьнь,Nb,съвѧзьнь,16,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1972,нарочитъ,A-,нарочітъ,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1973,вараава,Ne,вараава,22,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1974,зависть,Nb,завість,52,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1975,сѫдиище,Nb,сѫдііште,16,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1976,сънъ,Nb,сънъ,45,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1977,наоустити,V-,наоустіті,2,,,,marianus,,,,,zogr_complete,264
1978,испросити,V-,іспросіті,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1979,излиха,Df,ізліха,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1980,оуспѣти,V-,оуспѣті,15,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
1981,игемоновъ,A-,ігемоновъ,2,,,,marianus,,,,,zogr_complete,264
1982,прѣѩти,V-,прѣѧті,16,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1983,спира,Nb,спіра,6,,,,marianus,,,,,zogr_complete,264
1984,съвлѣщи,V-,съвлѣшті,27,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1985,хламида,Nb,хламіда,4,,,,marianus,,,,,zogr_complete,264
1986,чрьвлѥнъ,A-,чрьвленъ,2,,,,marianus,,,,,zogr_complete,264
1987,съплести,V-,съплесті,9,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1988,вѣньць,Nb,вѣньць,40,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,vit-meth_4_removed,zogr_complete,440
1989,плинѫти,V-,плінѫті,7,,,,marianus,,,,,zogr_complete,264
1990,порѫгати,V-,порѫгаті,17,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1991,кѵринѣискъ,A-,курінѣіскъ,2,,,,marianus,,,,,zogr_complete,264
1992,задѣти,V-,задѣті,6,,,,marianus,,,,,zogr_complete,264
1993,голъгота,Ne,голъгота,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
1994,краниѥвъ,A-,краніевъ,7,,,,marianus,,,,,zogr_complete,264
1995,оцьтъ,Nb,оцьтъ,20,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1996,злъчь,Nb,злъчь,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
1997,съмѣсити,V-,съмѣсіті,8,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1998,метати,V-,метаті,19,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
1999,жрѣбии,Nb,жрѣбіі,13,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2000,стрѣщи,V-,стрѣшті,27,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2001,хоулити,V-,хоуліті,24,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
2002,покꙑвати,V-,покъіваті,6,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2003,оува,I-,оува,4,,,,marianus,,,,,zogr_complete,264
2004,разарꙗти,V-,разарѣті,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2005,съзидати,V-,съзідаті,5,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2006,сълѣсти,V-,сълѣсті,17,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2007,распѧти,V-,распѧті,38,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2008,ели,F-,елі,8,,,,marianus,,,,,zogr_complete,264
2009,лема,F-,лема,4,,,,marianus,,,,,zogr_complete,264
2010,савахтани,F-,савахтані,4,,,,marianus,,,,,zogr_complete,264
2011,тещи,V-,тешті,61,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2012,гѫба,Nb,гѫба,6,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2013,възнисти,V-,възністі,5,,,,marianus,,,,,zogr_complete,264
2014,напаꙗти,V-,напаѣті,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2015,копиѥ,Nb,копіе,17,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2016,пробости,V-,пробості,14,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2017,ребро,Nb,ребро,37,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2018,испоустити,V-,іспоустіті,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2019,катапетазма,Nb,катапетазма,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2020,раздьрати,V-,раздьраті,18,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2021,нижьнь,A-,ніжьнь,5,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2022,распасти,V-,распасті,6,,,,marianus,,supr_y_fixed,,vit-meth_4_removed,zogr_complete,424
2023,магъдалꙑни,Nb,магъдалъіні,22,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2024,иоси,Ne,іосі,4,,,,marianus,,,,,zogr_complete,264
2025,ариматеꙗ,Ne,аріматеѣ,10,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2026,обити#2,V-,обіті#2,8,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2027,плащаница,Nb,плаштаніца,7,,,,marianus,,supr_y_fixed,,,,40
2028,исѣщи,V-,ісѣшті,12,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2029,възвалити,V-,възваліті,2,,,,marianus,,,,,zogr_complete,264
2030,параскевьги,Nb,параскевьгі,9,,,,marianus,,,,,zogr_complete,264
2031,льстьць,Nb,льстьць,14,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2032,коустодиꙗ,Nb,коустодіѣ,7,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2033,знаменати,V-,знаменаті,9,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2034,сѫботьнъ,A-,сѫботьнъ,11,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2035,свитати,V-,світаті,5,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2036,отъвалити,V-,отъваліті,15,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2037,зракъ,Nb,зракъ,9,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2038,одѣниѥ,Nb,одѣніе,10,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2039,сътрѧсти,V-,сътрѧсті,12,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2040,ѩдро,Df,ѧдро,11,,,,marianus,psal-sin_sentence_removed,,,,,24
2041,оутолити,V-,оутоліті,3,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2042,промъкнѫти,V-,промъкнѫті,2,,,,marianus,,,,,zogr_complete,264
2043,июдеи,Nb,іюдеі,70,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2044,зачѧло,Nb,зачѧло,4,,,,marianus,psal-sin_sentence_removed,,,,zogr_complete,280
2045,исоухристосовъ,A-,ісоухрістосовъ,2,,,,marianus,,supr_y_fixed,,,,40
2046,правъ,A-,правъ,53,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
2047,стьѕа,Nb,стьза,20,,,,marianus,psal-sin_sentence_removed,,vit-const,,zogr_complete,344
2048,отъпоущениѥ,Nb,отъпоуштеніе,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2049,иѥроусалимлꙗнинъ,Nb,іероусалімлѣнінъ,3,,,,marianus,,,,,zogr_complete,264
2050,иордъданьскъ,A-,іордъданьскъ,7,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2051,вельбѫждь,A-,вельбѫждь,2,,,,marianus,,,,,zogr_complete,264
2052,оусниꙗнъ,A-,оусніѣнъ,2,,,,marianus,,,,,zogr_complete,264
2053,чрѣсла,Nb,чрѣсла,4,,,,marianus,,,,,zogr_complete,264
2054,акридь,Nb,акрідь,2,,,,marianus,,,,,zogr_complete,264
2055,медъ,Nb,медъ,11,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,,zogr_complete,376
2056,дивии,A-,дівіі,14,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2057,крѣпъ,A-,крѣпъ,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2058,ремень,Nb,ремень,6,,,,marianus,,,,,zogr_complete,264
2059,чрѣвии,Nb,чрѣвіі,1,,,,marianus,,,,,,8
2060,разводити,V-,разводіті,2,,,,marianus,,,,,zogr_complete,264
2061,благоволити,V-,благоволіті,18,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2062,четꙑрe десѧтe,Ma,четъіре десѧте,43,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,504
2063,звѣрь,Nb,звѣрь,56,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2064,каꙗти,V-,каѣті,17,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2065,мрѣжа,Nb,мрѣжа,23,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2066,рꙑбарь,Nb,ръібарь,4,,,,marianus,,,,,zogr_complete,264
2067,ловьць,Nb,ловьць,6,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2068,алъдии,Nb,алъдіі,13,,,,marianus,,supr_y_fixed,,,zogr_complete,296
2069,завѧзати,V-,завѧзаті,3,,,,marianus,,,,,zogr_complete,264
2070,възъвати,V-,възъваті,71,,,,marianus,psal-sin_sentence_removed,supr_y_fixed,,,zogr_complete,312
2071,зеведеи,Ne,зеведеі,3,,,,marianus,,,,,zogr_complete,264
2072,наимьникъ,Nb,наімьнікъ,10,,,,marianus,,,,,zogr_complete,264
2073,оужаснѫти,V-,оужаснѫті,22,,,,marianus,,supr_y_fixed,vit-const,,zogr_complete,360
2074,велѣти,V-,велѣті,50,,,,marianus,,supr_y_fixed,vit-const,vit-meth_4_removed,zogr_complete,488
2075,симоновъ,A-,сімоновъ,9,,,,marianus,,,,,zogr_complete,264
2076,аньдреовъ,A-,аньдреовъ,4,,,,marianus,,,,,zogr_complete,264
2077,тьща,Nb,тьшта,4,,,,marianus,,,,,zogr_complete,264
