torot_word|pos|morph_tag|deep_cleaned|lemma_id|lemma|sentence_id|pres_before|pres_after|text_id|subtitle_id
ӣдѣте|V-|2ppma----i|ідѣте|668|ити|5000625|| |10|25
же|Df|---------n|же|20|же|5000625|| |10|25
паче|Df|-------c-i|паче|824|паче|5000625|| |10|25
къ|R-|---------n|къ|59|къ|5000625|| |10|25
продаѭ̄щиӣмъ|V-|-pppapd-wi|продаѭштіімъ|1371|продаꙗти|5000625|| |10|25
ӣ|C-|---------n|і|13|и|5000625|| |10|25
кѹпите|V-|2ppma----i|коупіте|1377|коупити|5000625|| |10|25
себѣ|Pk|3s---qd--i|себѣ|21|себе|5000625|| ·|10|25
Ӣдѫщамъ|V-|-pppafd-si|ідѫштамъ|668|ити|5000626| | |10|25
же|Df|---------n|же|20|же|5000626|| |10|25
имъ|Pp|3p---fd--i|імъ|64|и|5000626|| |10|25
кѹпіт|V-|3spia----i|коупіт|1377|коупити|5000626|| · |10|25
Пріде|V-|3saia----i|пріде|221|прити|5000626|| |10|25
женихъ|Nb|-s---mn--i|женіхъ|1049|женихъ|5000626|| · |10|25
ӣ|C-|---------n|і|13|и|5000626|| |10|25
готовъіѩ|A-|-p---fnpwi|готовъіѧ|1717|готовъ|5000626|| |10|25
вънідѫ|V-|3paia----i|вънідѫ|380|вънити|5000626|| |10|25
съ|R-|---------n|съ|92|съ|5000626|| |10|25
нимъ|Pp|3s---mi--i|німъ|64|и|5000626|| · |10|25
на|R-|---------n|на|117|на|5000626|| |10|25
бр҅акь|Nb|-s---ma--i|бракь|357|бракъ|5000626|| · |10|25
ӣ|C-|---------n|і|13|и|5000626|| |10|25
затворенъі|V-|-puppfn-si|затворенъі|774|затворити|5000626|| |10|25
бъишѧ|V-|3paia----i|бъішѧ|18|бꙑти|5000626|| |10|25
дв҅ьрі|Nb|-p---fn--i|двьрі|434|двьрь|5000626|| ·|10|25
Послѣдъ|R-|---------n|послѣдъ|2306|послѣдь|5000627| | |10|25
же|Df|---------n|же|20|же|5000627|| |10|25
придѫ|V-|3paia----i|прідѫ|221|прити|5000627|| |10|25
ӣ|C-|---------n|і|13|и|5000627|| |10|25
прочѧѩ̄|A-|-p---fnpwi|прочѧѧ|1719|прочь|5000627|| |10|25
дѣвъі|Nb|-p---fn--i|дѣвъі|663|дѣва|5000627|| |10|25
г҃лщѧ|V-|-pppafn-si|глштѧ|102|глаголати|5000627|| · |10|25
г҃и|Nb|-s---mv--i|гі|342|господь|5000627|| |10|25
г҃и|Nb|-s---mv--i|гі|342|господь|5000627|| · |10|25
о̄тв̄ръзи|V-|2spma----i|отвръзі|863|отврѣсти|5000627|| |10|25
намъ|Pp|1p---fd--i|намъ|167|мꙑ|5000627|| ·|10|25
О̄нъ|Pd|-s---mn--i|онъ|83|онъ|5000628| | |10|25
же|Df|---------n|же|20|же|5000628|| |10|25
ѡ҅̄тъвѣщавъ|V-|-supamn-si|отъвѣштавъ|271|отъвѣщати|5000628|| |10|25
рече|V-|3saia----i|рече|106|рещи|5000628|| · |10|25
А҅ми$н@|I-|---------n|амін|298|аминъ|5000628|| |10|25
г҃лѭ|V-|1spia----i|глѭ|102|глаголати|5000628|| |10|25
вамъ|Pp|2p---qd--i|вамъ|266|вꙑ|5000628|| · |10|25
Не|Df|---------n|не|8|не|5000628|| |10|25
вѣмъ|V-|1ppia----i|вѣмъ|138|вѣдѣти|5000628|| |10|25
васъ|Pp|2p---qg--i|васъ|266|вꙑ|5000628|| ·|10|25
Бьдите|V-|2ppma----i|бьдіте|1862|бъдѣти|5000629| | |10|25
ѹ̄бо|Df|---------n|оубо|6|оубо|5000629|| · |10|25
Ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5000629|| |10|25
не|Df|---------n|не|8|не|5000629|| |10|25
вѣсте|V-|2ppia----i|вѣсте|138|вѣдѣти|5000629|| |10|25
дьне|Nb|-s---mg--i|дьне|522|дьнь|5000629|| |10|25
ни|C-|---------n|ні|157|ни|5000629|| |10|25
часа|Nb|-s---mg--i|часа|422|часъ|5000629|| ⁛|10|25
дьне|Nb|-s---mg--i|дьне|522|дьнь|5000630| | |10|25
ни|C-|---------n|ні|157|ни|5000630|| |10|25
часа|Nb|-s---mg--i|часа|422|часъ|5000630|| |10|25
въ|R-|---------n|въ|111|въ|5000630|| |10|25
ньже|Pr|-s---ma--i|ньже|96|иже|5000630|| |10|25
с҃нъ|Nb|-s---mn--i|снъ|341|сꙑнъ#1|5000630|| |10|25
ч҃лчь|A-|-s---mnpsi|члчь|56|чловѣчь|5000630|| |10|25
придетъ|V-|3spia----i|прідетъ|221|прити|5000630|| ⁛|10|25
Ѣкоже|Dq|---------n|ѣкоже|88|ꙗкоже|5000631| | |10|25
бо|Df|---------n|бо|94|бо|5000631|| |10|25
ч҃лкь|Nb|-s---mn--i|члкь|211|чловѣкъ|5000631|| |10|25
о$т@ходѧ|V-|-sppamn-si|отходѧ|0|FIXME|5000631|| · |10|25
Прізъва|V-|3saia----i|прізъва|597|призъвати|5000631|| |10|25
рабъі|Nb|-p---ma--i|рабъі|510|рабъ|5000631|| |10|25
своѩ̄|Pt|3p---pa--i|своѧ|217|свои|5000631|| · |10|25
Ӣ|C-|---------n|і|13|и|5000631|| |10|25
дастъ|V-|3saia----i|дастъ|116|дати|5000631|| |10|25
и҅мъ|Pp|3p---md--i|імъ|64|и|5000631|| |10|25
ӣмѣние̄|Nb|-s---na--i|імѣніе|1376|имѣниѥ|5000631|| |10|25
сво(е)|Pt|3s---na--i|свое|217|свои|5000631|| ·|10|25
О̄в$о@мѹ|Pd|-s---md--i|овомоу|76|овъ|5000632| | |10|25
дастъ|V-|3saia----i|дастъ|116|дати|5000632|| : |10|25
д҄|Ma|---------n|д|639|пѧть|5000632|| : |10|25
талантъ|Nb|-s---ma--i|талантъ|1574|талантъ|5000632||҅ · |10|25
О҅в$о@мѹ|Pd|-s---md--i|овомоу|76|овъ|5000632|| |10|25
же|Df|---------n|же|20|же|5000632|| : |10|25
б҄|Ma|-d---ma--i|б|230|дъва|5000632|| : |10|25
о̄вомѹ|Pd|-s---md--i|овомоу|76|овъ|5000632|| |10|25
же|Df|---------n|же|20|же|5000632|| |10|25
е̄дінъ|Ma|-s---mn--i|едінъ|243|ѥдинъ|5000632|| · |10|25
комѹжде|Df|-s---nd--i|комоужде|0|FIXME|5000632|| |10|25
противѫ|R-|---------n|протівѫ|1023|противѫ|5000632|| |10|25
силѣ|Nb|-s---fd--i|сілѣ|501|сила|5000632|| |10|25
свое̄ӣ|Pt|3s---fd--i|своеі|217|свои|5000632|| · |10|25
ӣ|C-|---------n|і|13|и|5000632|| |10|25
о̄тіде|V-|3saia----i|отіде|432|отити|5000632|| |10|25
а̄бие̄|Df|---------n|абіе|935|абиѥ|5000632|| ·|10|25
шедъ|V-|-supamn-si|шедъ|668|ити|5000633| | |10|25
же|Df|---------n|же|20|же|5000633|| |10|25
пріе̄мъи|V-|-supamn-wi|пріемъі|165|приѩти|5000633|| |10|25
пѧть|Ma|-s---ma--i|пѧть|639|пѧть|5000633|| |10|25
талант̄$ь@|Nb|-s---ma--i|таланть|1574|талантъ|5000633|| : |10|25
дѣла|Nb|-p---nn--i|дѣла|469|дѣло|5000633|| |10|25
о̄|R-|---------n|о|1|о|5000633|| |10|25
ніхъ|Pp|3p---ml--i|ніхъ|64|и|5000633|| · |10|25
ӣ|C-|---------n|і|13|и|5000633|| |10|25
пріо̄брѣте|V-|3saia----i|пріобрѣте|1517|приобрѣсти|5000633|| |10|25
дрѹгѫѭ̄|A-|-s---fapwi|дроугѫѭ|133|дроугъ|5000633|| |10|25
пѩть|Ma|-s---fa--i|пѧть|639|пѧть|5000633|| |10|25
талант̄ъ|Nb|-p---mg--i|талантъ|1574|талантъ|5000633|| ·|10|25
такожде|Df|---------n|такожде|255|такожде|5000634| | |10|25
ӣ|C-|---------n|і|13|и|5000634|| |10|25
ꙇ̄же|Pr|-s---mn--i|іже|96|иже|5000634|| |10|25
дь̄ва|Ma|-d---ma--i|дьва|230|дъва|5000634|| · |10|25
пріо̄брѣте|V-|3saia----i|пріобрѣте|1517|приобрѣсти|5000634|| |10|25
дрѹгаѣ|A-|-d---mapwi|дроугаѣ|133|дроугъ|5000634|| |10|25
дьва|Ma|-d---ma--i|дьва|230|дъва|5000634|| ·|10|25
А̄|C-|---------n|а|85|а|5000635| | |10|25
прие̄мъиі̄|V-|-s---mapwi|пріемъіі|165|приѩти|5000635|| |10|25
е̄дінъ|Ma|-s---ma--i|едінъ|243|ѥдинъ|5000635|| · |10|25
Шедъ|V-|-supamn-si|шедъ|668|ити|5000635|| |10|25
раск̄опа|V-|3saia----i|раскопа|1877|раскопати|5000635|| |10|25
зем$л@ѭ|Nb|-s---fa--i|землѭ|210|землꙗ|5000635||҅ · |10|25
и|C-|---------n|і|13|и|5000635||҅ |10|25
съкръи|V-|3saia----i|съкръі|1356|съкрꙑти|5000635|| |10|25
сьребро|Nb|-s---na--i|сьребро|1121|сьребро|5000635|| |10|25
г҃а|Nb|-s---mg--i|га|342|господь|5000635|| |10|25
свое̄го|Pt|3s---og--i|своего|217|свои|5000635|| ·|10|25
по|R-|---------n|по|77|по|5000636| | |10|25
мн҅оѕѣ|A-|-s---nlpsi|мнозѣ|49|мъногъ|5000636|| |10|25
же|Df|---------n|же|20|же|5000636|| |10|25
врѣмени|Nb|-s---nl--i|врѣмені|268|врѣмѧ|5000636|| · |10|25
пріде|V-|3saia----i|пріде|221|прити|5000636|| |10|25
г҃ь|Nb|-s---mn--i|гь|342|господь|5000636|| |10|25
рабъ|Nb|-p---mg--i|рабъ|510|рабъ|5000636|| |10|25
тѣхъ|Pd|-p---qg--i|тѣхъ|105|тъ|5000636|| · |10|25
ӣ|C-|---------n|і|13|и|5000636|| |10|25
сьтѧѕа|V-|3saia----i|сьтѧза|1573|сътѧѕати|5000636|| |10|25
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000636|| |10|25
о̄|R-|---------n|о|1|о|5000636|| |10|25
словесі|Nb|-s---nd--i|словесі|519|слово|5000636|| |10|25
сь|R-|---------n|сь|92|съ|5000636|| |10|25
ними|Pp|3p---mi--i|німі|64|и|5000636|| ·|10|25
Ӣ|C-|---------n|і|13|и|5000637| | |10|25
пристѫпль|V-|-supamn-si|прістѫпль|930|пристѫпити|5000637|| |10|25
прие҅мъи|V-|-supamn-wi|пріемъі|165|приѩти|5000637|| |10|25
пѩтъ|Ma|-s---fa--i|пѧтъ|639|пѧть|5000637|| |10|25
талант҅ъ|Nb|-p---mg--i|талантъ|1574|талантъ|5000637|| · |10|25
прінесе|V-|3saia----i|прінесе|534|принести|5000637|| |10|25
дрѹгѫѭ̄|A-|-s---fapwi|дроугѫѭ|133|дроугъ|5000637|| |10|25
д҄|Ma|-s---fa--i|д|639|пѧть|5000637|| |10|25
тал҅ант̄ъ|Nb|-p---mg--i|талантъ|1574|талантъ|5000637|| |10|25
г҃лѧ|V-|-sppamn-si|глѧ|102|глаголати|5000637|| · |10|25
Г҃и|Nb|-s---mv--i|гі|342|господь|5000637|| |10|25
пѩть|Ma|-s---fa--i|пѧть|639|пѧть|5000637|| |10|25
талант̄ъ|Nb|-p---mg--i|талантъ|1574|талантъ|5000637|| |10|25
мі|Pp|1s---qd--i|мі|439|азъ|5000637|| |10|25
е̄си|V-|2spia----i|есі|18|бꙑти|5000637|| |10|25
далъ|V-|-sspamn-si|далъ|116|дати|5000637|| · |10|25
Ӣ|C-|---------n|і|13|и|5000637|| |10|25
се|I-|---------n|се|419|се|5000637|| |10|25
дрѹгѫѭ|A-|-s---fapwi|дроугѫѭ|133|дроугъ|5000637|| |10|25
пѩть|Ma|-s---fa--i|пѧть|639|пѧть|5000637|| |10|25
талант̄ъ|Nb|-p---mg--i|талантъ|1574|талантъ|5000637|| |10|25
пріо̄брѣтохъ|V-|1saia----i|пріобрѣтохъ|1517|приобрѣсти|5000637|| |10|25
ӣми|Pp|3p---mi--i|імі|64|и|5000637|| ·|10|25
Рече|V-|3saia----i|рече|106|рещи|5000638| | |10|25
же|Df|---------n|же|20|же|5000638|| |10|25
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000638|| |10|25
г҃ь|Nb|-s---mn--i|гь|342|господь|5000638|| |10|25
е҅го|Pp|3s---mg--i|его|64|и|5000638|| · |10|25
добръі|A-|-s---mvpwi|добръі|371|добръ|5000638|| |10|25
рабе|Nb|-s---mv--i|рабе|510|рабъ|5000638|| |10|25
благъи|A-|-s---mvpwi|благъі|363|благъ|5000638|| · |10|25
ӣ|C-|---------n|і|13|и|5000638|| |10|25
вѣрн̄е|V-|-s---mvpsi|вѣрне|0|FIXME|5000638|| · |10|25
о̄|R-|---------n|о|1|о|5000638|| |10|25
малѣ|A-|-s---nlpsi|малѣ|125|малъ|5000638|| |10|25
бѣ|V-|2siia----i|бѣ|18|бꙑти|5000638|| |10|25
вѣренъ|A-|-s---mnpsi|вѣренъ|1864|вѣрьнъ|5000638|| · |10|25
надъ|R-|---------n|надъ|400|надъ|5000638|| |10|25
мн̄огъі|A-|-p---nipsi|многъі|49|мъногъ|5000638|| |10|25
тѧ|Pp|2s---qa--i|тѧ|304|тꙑ|5000638|| |10|25
поставл̄ѭ|V-|1spia----i|поставлѭ|569|поставити|5000638|| · |10|25
въніді|V-|2spma----i|въніді|380|вънити|5000638|| |10|25
въ|R-|---------n|въ|111|въ|5000638|| |10|25
радость|Nb|-s---fa--i|радость|1328|радость|5000638|| |10|25
г҃а|Nb|-s---mg--i|га|342|господь|5000638|| |10|25
свое̄го|Pt|3s---mg--i|своего|217|свои|5000638|| ·|10|25
Прістѫпль|V-|-supamn-si|прістѫпль|930|пристѫпити|5000639| | |10|25
же|Df|---------n|же|20|же|5000639|| |10|25
ӣ|C-|---------n|і|13|и|5000639|| |10|25
прие̄мъі|V-|-supamn-wi|пріемъі|165|приѩти|5000639|| |10|25
дъва|Ma|-d---ma--i|дъва|230|дъва|5000639|| |10|25
талант̄а|Nb|-d---ma--i|таланта|1574|талантъ|5000639|| |10|25
рече|V-|3saia----i|рече|106|рещи|5000639|| · |10|25
Г҃и|Nb|-s---mv--i|гі|342|господь|5000639|| |10|25
дъва|Ma|-d---ma--i|дъва|230|дъва|5000639|| |10|25
талант̄а|Nb|-d---ma--i|таланта|1574|талантъ|5000639|| |10|25
ми|Pp|1s---qd--i|мі|439|азъ|5000639|| |10|25
е̄сі|V-|2spia----i|есі|18|бꙑти|5000639|| |10|25
прѣдалъ|V-|-sspamn-si|прѣдалъ|676|прѣдати|5000639|| · |10|25
се|I-|---------n|се|419|се|5000639|| |10|25
дрѹгаа̄|A-|-p---nnpwi|дроугаа|133|дроугъ|5000639|| |10|25
дъва|Ma|-d---ma--i|дъва|230|дъва|5000639|| |10|25
пріо̄брѣтохъ|V-|1saia----i|пріобрѣтохъ|1517|приобрѣсти|5000639|| |10|25
ӣма|Pp|3d---mi--i|іма|64|и|5000639|| ·|10|25
рече|V-|3saia----i|рече|106|рещи|5000640| | |10|25
же|Df|---------n|же|20|же|5000640|| |10|25
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000640|| |10|25
г҃ь|Nb|-s---mn--i|гь|342|господь|5000640|| |10|25
е̄го|Pp|3s---mg--i|его|64|и|5000640|| · |10|25
добръі|A-|-s---mvpwi|добръі|371|добръ|5000640|| |10|25
рабе|Nb|-s---mv--i|рабе|510|рабъ|5000640|| |10|25
вѣрънъі|A-|-s---mvpwi|вѣрънъі|1864|вѣрьнъ|5000640|| · |10|25
о̄|R-|---------n|о|1|о|5000640|| |10|25
малѣ|A-|-s---nlpsi|малѣ|125|малъ|5000640|| |10|25
бѣ|V-|2siia----i|бѣ|18|бꙑти|5000640|| |10|25
вѣренъ|A-|-s---mnpsi|вѣренъ|1864|вѣрьнъ|5000640|| · |10|25
надъ|R-|---------n|надъ|400|надъ|5000640|| |10|25
мн҅огъі|A-|-p---nipsi|многъі|49|мъногъ|5000640|| |10|25
тѧ|Pp|2s---qa--i|тѧ|304|тꙑ|5000640|| |10|25
пост$а@влѭ̄|V-|1spia----i|поставлѭ|569|поставити|5000640|| · |10|25
Въніді|V-|2spma----i|въніді|380|вънити|5000640|| |10|25
въ|R-|---------n|въ|111|въ|5000640|| |10|25
радость|Nb|-s---fa--i|радость|1328|радость|5000640|| |10|25
г҃а|Nb|-s---mg--i|га|342|господь|5000640|| |10|25
свое̄го|Pt|3s---mg--i|своего|217|свои|5000640|| ·|10|25
Пристѫпль|V-|-supamn-si|прістѫпль|930|пристѫпити|5000641| | |10|25
же|Df|---------n|же|20|же|5000641|| · |10|25
и|C-|---------n|і|13|и|5000641||҅ |10|25
пріе̄мъи|V-|-supamn-wi|пріемъі|165|приѩти|5000641|| |10|25
е̄дінъ|Ma|-s---ma--i|едінъ|243|ѥдинъ|5000641|| |10|25
талан̄т̄ъ|Nb|-s---ma--i|талантъ|1574|талантъ|5000641|| |10|25
р҃$е@$ч@$е@|V-|3saia----i|рече|106|рещи|5000641|| · |10|25
Г҃и|Nb|-s---mv--i|гі|342|господь|5000641|| |10|25
вѣдѣа̄х|V-|1saia----i|вѣдѣах|138|вѣдѣти|5000641|| |10|25
тѧ|Pp|2s---qa--i|тѧ|304|тꙑ|5000641|| · |10|25
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5000641|| |10|25
жесток|Df|-s---mnpsi|жесток|0|FIXME|5000641|| |10|25
е̄сі|V-|2spia----i|есі|18|бꙑти|5000641|| |10|25
ч҃лкь|Nb|-s---mn--i|члкь|211|чловѣкъ|5000641|| · |10|25
жьнѧ|V-|-sppaon-si|жьнѧ|821|жѧти|5000641|| · |10|25
ӣдеже|Dq|---------n|ідеже|795|идеже|5000641|| |10|25
нѣсі|V-|2spia----i|нѣсі|176|не бꙑти|5000641|| |10|25
сѣа̄л̄|Nb|-sspamn-si|сѣал|0|FIXME|5000641|| · |10|25
ӣ|C-|---------n|і|13|и|5000641|| |10|25
събіраѩ̄|V-|-sppaon-si|събіраѧ|152|събирати|5000641|| |10|25
ѭ̄дѹже|Dq|---------n|ѭдоуже|1879|ѭдоуже|5000641|| |10|25
нѣсі|V-|2spia----i|нѣсі|176|не бꙑти|5000641|| |10|25
расточилъ|V-|-sspamn-si|расточілъ|1880|расточити|5000641|| ·|10|25
ӣ|C-|---------n|і|13|и|5000642| | |10|25
ѹ̄боѣ̄въ|V-|-supamn-si|оубоѣвъ|1153|оубоꙗти|5000642|| |10|25
сѧ|Pk|3s---qa--i|сѧ|21|себе|5000642|| · |10|25
шедъ|V-|-supamn-si|шедъ|668|ити|5000642|| |10|25
съкръіхъ|V-|1saia----i|съкръіхъ|1356|съкрꙑти|5000642|| |10|25
талант҅ъ|Nb|-s---ma--i|талантъ|1574|талантъ|5000642|| |10|25
твоӣ|Ps|2s---ma--i|твоі|307|твои|5000642|| |10|25
въ|R-|---------n|въ|111|въ|5000642|| |10|25
зем$л@ӣ|Nb|-s---fl--i|землі|210|землꙗ|5000642|| · |10|25
се|I-|---------n|се|419|се|5000642|| |10|25
ӣмаші|V-|2spia----i|імаші|9|имѣти|5000642|| |10|25
свое̄|Pt|3s---na--i|свое|217|свои|5000642|| ·|10|25
Ѡ҅̄тъвѣштавъ|V-|-supamn-si|отъвѣштавъ|271|отъвѣщати|5000643| | |10|25
же|Df|---------n|же|20|же|5000643|| |10|25
г҃ь|Nb|-s---mn--i|гь|342|господь|5000643|| |10|25
е̄го|Pp|3s---mg--i|его|64|и|5000643|| |10|25
рече|V-|3saia----i|рече|106|рещи|5000643|| |10|25
е̄мѹ|Pp|3s---md--i|емоу|64|и|5000643|| · |10|25
зьлъіӣ|A-|-s---mvpwi|зьлъіі|521|зълъ|5000643|| |10|25
рабе|Nb|-s---mv--i|рабе|510|рабъ|5000643|| |10|25
ӣ|C-|---------n|і|13|и|5000643|| |10|25
лѣнивъіӣ|A-|-s---mvpwi|лѣнівъіі|7207|лѣнивъ|5000643|| · |10|25
вѣдѣа̄ше|V-|2siia----i|вѣдѣаше|138|вѣдѣти|5000643|| |10|25
ѣ̄ко|G-|---------n|ѣко|115|ꙗко|5000643|| |10|25
жьн̄ѭ|V-|1spia----i|жьнѭ|821|жѧти|5000643|| · |10|25
ӣдеже|Dq|---------n|ідеже|795|идеже|5000643|| |10|25
не|Df|---------n|не|8|не|5000643|| |10|25
сѣа̄въ|V-|-supamn-si|сѣавъ|820|сѣти|5000643|| · |10|25
ӣ|C-|---------n|і|13|и|5000643|| |10|25
събіраѭ̄|V-|1spia----i|събіраѭ|152|събирати|5000643|| |10|25
ѭ҅дѹже|Dq|---------n|ѭдоуже|1879|ѭдоуже|5000643|| |10|25
не|Df|---------n|не|8|не|5000643|| |10|25
расточіх|A-|-p---mlpwi|расточіх|0|FIXME|5000643|| ·|10|25
Подобаа̄ше|V-|3siia----i|подобааше|128|подобати|5000644| | |10|25
ті|Pp|2s---md--i|ті|304|тꙑ|5000644|| |10|25
ѹ̄бо|Df|---------n|оубо|6|оубо|5000644|| · |10|25
въдаті|V-|--pna----i|въдаті|1701|въдати|5000644|| |10|25
сребро|Nb|-s---na--i|сребро|1121|сьребро|5000644|| |10|25
мое̄|Ps|1s---na--i|мое|446|мои|5000644|| |10|25
тръжьнікомъ|Nb|-p---md--i|тръжьнікомъ|1674|тръжьникъ|5000644|| · |10|25
ӣ|C-|---------n|і|13|и|5000644|| |10|25
прішедъ|V-|-supamn-si|прішедъ|221|прити|5000644|| |10|25
а̄зъ|Pp|1s---qn--i|азъ|439|азъ|5000644|| · |10|25
възѧл|Nb|-sspamn-si|възѧл|0|FIXME|5000644|| |10|25
бимъ|V-|1spsa----i|бімъ|18|бꙑти|5000644|| |10|25
свое̄|Pt|3s---na--i|свое|217|свои|5000644|| |10|25
съ|R-|---------n|съ|92|съ|5000644|| |10|25
лихвоѭ̄|Nb|-s---fi--i|ліхвоѭ|1882|лихва|5000644|| ·|10|25
Възьмѣте|V-|2ppma----i|възьмѣте|605|възѧти|5000645| | |10|25
ѹ̄бо|Df|---------n|оубо|6|оубо|5000645|| |10|25
о̄тъ|R-|---------n|отъ|80|отъ|5000645|| |10|25
него|Pp|3s---mg--i|него|64|и|5000645|| |10|25
талант҅ъ|Nb|-s---ma--i|талантъ|1574|талантъ|5000645|| · |10|25
ӣ|C-|---------n|і|13|и|5000645|| |10|25
дадіте|V-|2ppma----i|дадіте|116|дати|5000645|| |10|25
ӣмѫщѹмѹ|V-|-sppamd-wi|імѫштоумоу|9|имѣти|5000645|| |10|25
десѧть|Ma|-s---pa--i|десѧть|1069|десѧть|5000645|| |10|25
талант̄ь|Nb|-s---ma--i|таланть|1574|талантъ|5000645|| ·|10|25
ӣмѫщѹмѹ|V-|-sppamd-wi|імѫштоумоу|9|имѣти|5000646| | |10|25
бо|Df|---------n|бо|94|бо|5000646|| |10|25
весде|Df|---------n|весде|0|FIXME|5000646|| |10|25
дано|V-|-suppnn-si|дано|116|дати|5000646|| |10|25
бѫдетъ|V-|3sfia----i|бѫдетъ|18|бꙑти|5000646|| · |10|25
а̄|C-|---------n|а|85|а|5000646|| |10|25
о$т@|R-|---------n|от|80|отъ|5000646|| |10|25
не|Df|---------n|не|8|не|5000646|| |10|25
